ENRICHMENT_ID,CALL_ID,SENTIMENT_SCORE,SENTIMENT_LABEL,CALL_SUMMARY,DISPOSITION_CLASS,FOLLOW_UP_ACTION,CUSTOMER_OBJECTIONS,APPOINTMENT_DATE_EXTRACTED,MODEL_VERSION,PROCESSED_AT,CREATED_AT
ENR000118,CALL000118,0.518,positive,Agent notified the customer of an open safety recall on their 2019 Ford Equinox and scheduled a free recall repair on January 23.,service_appointment,Escalate to service manager,,2024-01-23,cortex-llm-v1.2,2024-01-18 17:26:50,2024-01-18 17:24:50
ENR000119,CALL000119,0.192,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Log callback for 2 weeks,,2024-01-28,cortex-llm-v1.2,2024-01-26 15:39:01,2024-01-26 15:20:01
ENR000120,CALL000120,0.191,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Escalate to service manager,,,cortex-llm-v1.2,2024-01-25 11:36:01,2024-01-25 11:22:01
ENR000121,CALL000121,-0.211,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Too busy right now,,cortex-llm-v1.2,2024-01-12 09:51:48,2024-01-12 09:26:48
ENR000122,CALL000122,0.562,positive,Agent notified the customer of an open safety recall on their 2022 Ford Accord and scheduled a free recall repair on January 28.,service_appointment,Schedule follow-up call for next week,,2024-01-28,cortex-llm-v1.2,2024-01-22 17:15:57,2024-01-22 16:53:57
ENR000123,CALL000123,0.093,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,,,cortex-llm-v1.2,2024-01-27 18:51:53,2024-01-27 18:33:53
ENR000124,CALL000124,-0.233,neutral,Agent notified the customer of an open safety recall on their 2021 Honda Equinox and scheduled a free recall repair on January 20.,service_appointment,Add to retention campaign,,2024-01-20,cortex-llm-v1.2,2024-01-14 14:28:58,2024-01-14 14:15:58
ENR000125,CALL000125,-0.218,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,Too busy right now,,cortex-llm-v1.2,2024-01-22 10:32:43,2024-01-22 10:25:43
ENR000126,CALL000126,0.276,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send recall information via email,Already have a mechanic,,cortex-llm-v1.2,2024-01-02 15:08:16,2024-01-02 15:07:16
ENR000127,CALL000127,0.155,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Already have a mechanic,,cortex-llm-v1.2,2024-01-21 16:21:59,2024-01-21 16:11:59
ENR000128,CALL000128,0.058,neutral,Agent discussed lease maturity options with the customer regarding their 2019 Honda and scheduled a sales consultation on January 30.,sales_appointment,Escalate to service manager,Not ready to commit,,cortex-llm-v1.2,2024-01-29 16:20:09,2024-01-29 16:02:09
ENR000129,CALL000129,0.009,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,,,cortex-llm-v1.2,2024-01-26 16:19:11,2024-01-26 15:55:11
ENR000130,CALL000130,0.16,neutral,Agent successfully scheduled a Brake Inspection appointment for the customer's 2019 Honda Accord on February 06.,service_appointment,No follow-up needed — appointment confirmed,,2024-02-06,cortex-llm-v1.2,2024-01-29 13:54:53,2024-01-29 13:45:53
ENR000131,CALL000131,0.62,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,,,cortex-llm-v1.2,2024-01-07 13:27:37,2024-01-07 13:25:37
ENR000132,CALL000132,0.159,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Escalate to service manager,Already have a mechanic,,cortex-llm-v1.2,2024-01-13 16:09:05,2024-01-13 16:03:05
ENR000133,CALL000133,0.647,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,,,cortex-llm-v1.2,2024-01-19 11:08:03,2024-01-19 10:41:03
ENR000134,CALL000134,-0.027,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Not ready to commit,,cortex-llm-v1.2,2024-01-14 16:24:10,2024-01-14 15:59:10
ENR000135,CALL000135,0.348,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send service coupon via email,Just had service done,,cortex-llm-v1.2,2024-01-26 13:45:44,2024-01-26 13:31:44
ENR000136,CALL000136,-0.112,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Too expensive,,cortex-llm-v1.2,2024-01-23 14:56:17,2024-01-23 14:44:17
ENR000137,CALL000137,0.083,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Transfer to sales team,,,cortex-llm-v1.2,2024-01-16 12:22:45,2024-01-16 12:07:45
ENR000138,CALL000138,0.667,positive,Agent notified the customer of an open safety recall on their 2022 Ford Equinox and scheduled a free recall repair on January 12.,service_appointment,Escalate to service manager,Too busy right now,,cortex-llm-v1.2,2024-01-11 12:01:27,2024-01-11 11:51:27
ENR000139,CALL000139,0.215,neutral,Agent reminded the customer about their overdue oil change for their 2022 Chevrolet F-150 and scheduled service on January 29.,service_appointment,Send service coupon via email,Too busy right now,,cortex-llm-v1.2,2024-01-21 14:33:26,2024-01-21 14:16:26
ENR000140,CALL000140,0.117,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Not ready to commit,,cortex-llm-v1.2,2024-01-05 15:59:13,2024-01-05 15:54:13
ENR000141,CALL000141,-0.024,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send appointment confirmation text,Not ready to commit,,cortex-llm-v1.2,2024-01-22 15:33:33,2024-01-22 15:09:33
ENR000142,CALL000142,-0.15,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Too busy right now,,cortex-llm-v1.2,2024-01-02 09:56:40,2024-01-02 09:40:40
ENR000143,CALL000143,0.197,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Too busy right now,,cortex-llm-v1.2,2024-01-24 10:18:18,2024-01-24 10:00:18
ENR000144,CALL000144,0.218,neutral,Agent successfully scheduled a Tire Rotation appointment for the customer's 2020 Honda F-150 on January 16.,service_appointment,No follow-up needed — appointment confirmed,,2024-01-16,cortex-llm-v1.2,2024-01-10 15:25:09,2024-01-10 15:10:09
ENR000145,CALL000145,0.359,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,,,cortex-llm-v1.2,2024-01-11 08:41:14,2024-01-11 08:30:14
ENR000146,CALL000146,0.362,positive,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Schedule follow-up call for next week,,,cortex-llm-v1.2,2024-01-19 18:31:17,2024-01-19 18:22:17
ENR000147,CALL000147,0.393,positive,Agent notified the customer of an open safety recall on their 2020 Ford Equinox and scheduled a free recall repair on January 18.,service_appointment,Send service coupon via email,,2024-01-18,cortex-llm-v1.2,2024-01-16 10:12:30,2024-01-16 10:07:30
ENR000148,CALL000148,0.008,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-22 15:51:14,2024-01-22 15:24:14
ENR000149,CALL000149,0.396,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,,,cortex-llm-v1.2,2024-01-28 17:21:37,2024-01-28 16:51:37
ENR000150,CALL000150,0.252,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Just had service done,,cortex-llm-v1.2,2024-01-04 11:55:35,2024-01-04 11:34:35
ENR000151,CALL000151,0.201,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Schedule follow-up call for next week,,,cortex-llm-v1.2,2024-01-26 10:54:59,2024-01-26 10:41:59
ENR000152,CALL000152,0.55,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,Too busy right now,,cortex-llm-v1.2,2024-01-11 14:32:22,2024-01-11 14:08:22
ENR000153,CALL000153,0.349,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send appointment confirmation text,Too expensive,,cortex-llm-v1.2,2024-01-27 17:27:08,2024-01-27 17:15:08
ENR000154,CALL000154,0.423,positive,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Send recall information via email,Just had service done,,cortex-llm-v1.2,2024-01-28 13:35:13,2024-01-28 13:07:13
ENR000155,CALL000155,-0.093,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Schedule follow-up call for next week,Just had service done,,cortex-llm-v1.2,2024-01-07 16:49:54,2024-01-07 16:35:54
ENR000156,CALL000156,0.059,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,Just had service done,,cortex-llm-v1.2,2024-01-22 16:22:38,2024-01-22 16:15:38
ENR000157,CALL000157,0.604,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Schedule follow-up call for next week,Just had service done,,cortex-llm-v1.2,2024-01-08 11:48:47,2024-01-08 11:46:47
ENR000158,CALL000158,0.119,neutral,Agent reminded the customer about their overdue oil change for their 2019 Toyota Camry and scheduled service on January 31.,service_appointment,Send recall information via email,,2024-01-31,cortex-llm-v1.2,2024-01-30 15:40:42,2024-01-30 15:13:42
ENR000159,CALL000159,0.045,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,,,cortex-llm-v1.2,2024-01-04 07:58:15,2024-01-04 07:56:15
ENR000160,CALL000160,0.396,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Schedule follow-up call for next week,Not ready to commit,,cortex-llm-v1.2,2024-01-16 10:15:05,2024-01-16 09:55:05
ENR000161,CALL000161,0.327,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Just had service done,,cortex-llm-v1.2,2024-01-11 13:54:06,2024-01-11 13:38:06
ENR000162,CALL000162,0.328,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Already have a mechanic,,cortex-llm-v1.2,2024-01-20 16:05:00,2024-01-20 15:36:00
ENR000163,CALL000163,0.513,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Just had service done,,cortex-llm-v1.2,2024-01-23 09:53:39,2024-01-23 09:46:39
ENR000164,CALL000164,-0.22,neutral,Agent discussed lease maturity options with the customer regarding their 2020 Ford and scheduled a sales consultation on January 18.,sales_appointment,Send recall information via email,Too busy right now,,cortex-llm-v1.2,2024-01-11 09:51:17,2024-01-11 09:26:17
ENR000165,CALL000165,0.708,positive,Agent reminded the customer about their overdue oil change for their 2020 BMW Camry and scheduled service on January 12.,service_appointment,Transfer to sales team,,2024-01-12,cortex-llm-v1.2,2024-01-09 11:16:42,2024-01-09 11:14:42
ENR000166,CALL000166,0.183,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,,,cortex-llm-v1.2,2024-01-24 14:39:25,2024-01-24 14:21:25
ENR000167,CALL000167,0.285,neutral,Agent reminded the customer about their overdue oil change for their 2020 BMW Equinox and scheduled service on February 06.,service_appointment,Log callback for 2 weeks,,,cortex-llm-v1.2,2024-01-29 15:18:34,2024-01-29 14:51:34
ENR000168,CALL000168,0.579,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send appointment confirmation text,,2024-01-06,cortex-llm-v1.2,2024-01-03 09:52:28,2024-01-03 09:40:28
ENR000169,CALL000169,-0.01,neutral,Agent reminded the customer about their overdue oil change for their 2022 Ford Equinox and scheduled service on January 18.,service_appointment,Send service coupon via email,,2024-01-18,cortex-llm-v1.2,2024-01-11 12:09:45,2024-01-11 11:45:45
ENR000170,CALL000170,0.598,positive,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Schedule follow-up call for next week,Not ready to commit,,cortex-llm-v1.2,2024-01-13 14:35:03,2024-01-13 14:30:03
ENR000171,CALL000171,0.058,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,,,cortex-llm-v1.2,2024-01-12 16:31:47,2024-01-12 16:14:47
